typos,word,suggest,check
FALSE,swerv,swerve,FALSE
FALSE,kansa,kansa,TRUE
TRUE,thing,thing,TRUE
FALSE,countri,country,FALSE
TRUE,van,van,TRUE
FALSE,vega,Vega,TRUE
TRUE,fight,fight,TRUE
FALSE,sacramento,Sacramento,TRUE
FALSE,aero,aero,TRUE
FALSE,london,London,TRUE
FALSE,imb,imb,TRUE
FALSE,asia,Asia,TRUE
TRUE,upward,upward,TRUE
FALSE,bcad,bcad,TRUE
FALSE,nad,nad,TRUE
FALSE,durng,during,FALSE
FALSE,durin,during,FALSE
FALSE,pushback,push back,FALSE
TRUE,trike,trike,TRUE
FALSE,sju,sju,TRUE
FALSE,birdstik,birdseed,FALSE
FALSE,birdstriek,birdseed,FALSE
FALSE,yellowrump,yellow rump,FALSE
TRUE,avian,avian,TRUE
TRUE,preform,preform,TRUE
FALSE,vespertilionida,vespertilionida,TRUE
FALSE,kmht,kmht,TRUE
FALSE,adsb,adsb,TRUE
FALSE,altern,alter,FALSE
TRUE,mild,mild,TRUE
TRUE,cook,cook,TRUE
FALSE,ftl,flt,FALSE
FALSE,momentarili,momentarily,FALSE
FALSE,icao,icao,TRUE
TRUE,float,float,TRUE
FALSE,inpsect,inspect,FALSE
FALSE,buckl,buckl,TRUE
TRUE,flashlight,flashlight,TRUE
TRUE,pound,pound,TRUE
FALSE,glideslop,glide slop,FALSE
TRUE,thunderstorm,thunderstorm,TRUE
TRUE,quail,quail,TRUE
FALSE,austin,Austin,TRUE
FALSE,evidenc,evidence,FALSE
FALSE,ict,cit,FALSE
FALSE,resembl,resemble,FALSE
TRUE,quadrant,quadrant,TRUE
TRUE,com,com,TRUE
TRUE,build,build,TRUE
TRUE,ocean,ocean,TRUE
FALSE,yyz,yyz,TRUE
TRUE,drain,drain,TRUE
FALSE,asr,asr,TRUE
TRUE,storm,storm,TRUE
TRUE,warm,warm,TRUE
TRUE,alcohol,alcohol,TRUE
TRUE,wild,wild,TRUE
TRUE,display,display,TRUE
TRUE,pipit,pipit,TRUE
TRUE,bash,bash,TRUE
FALSE,nfe,nfe,TRUE
FALSE,goggl,goggle,FALSE
FALSE,cic,cic,TRUE
FALSE,erj,erj,TRUE
FALSE,atm,ATM,TRUE
FALSE,imapct,impact,FALSE
FALSE,gps,GPS,TRUE
FALSE,phli,phli,TRUE
FALSE,biolog,biology,FALSE
FALSE,whitethro,whitethro,TRUE
FALSE,lawa,lawa,TRUE
FALSE,whitegoldencrown,whitegoldencrown,TRUE
FALSE,nnk,nnk,TRUE
FALSE,avport,airport,FALSE
FALSE,slp,slp,TRUE
FALSE,“report,report,FALSE
FALSE,strang,strange,FALSE
TRUE,meter,meter,TRUE
TRUE,lock,lock,TRUE
FALSE,unaffect,unaffected,FALSE
TRUE,snipe,snipe,TRUE
TRUE,overhaul,overhaul,TRUE
TRUE,aluminum,aluminum,TRUE
FALSE,pwr,power,FALSE
FALSE,ruptur,rupture,FALSE
TRUE,mar,mar,TRUE
FALSE,shorelin,shoreline,FALSE
FALSE,startl,start,FALSE
TRUE,disc,disc,TRUE
FALSE,personel,personnel,FALSE
FALSE,rno,rno,TRUE
FALSE,laguardia,laguardia,TRUE
TRUE,treat,treat,TRUE
FALSE,feb,Feb,TRUE
FALSE,jal,jal,TRUE
TRUE,pond,pond,TRUE
FALSE,apr,APR,TRUE
FALSE,accur,accur,TRUE
FALSE,kkb,kkb,TRUE
TRUE,term,term,TRUE
FALSE,brazilian,Brazilian,TRUE
FALSE,fouond,found,FALSE
FALSE,krno,krno,TRUE
FALSE,ccd,ccd,TRUE
FALSE,kgfk,kgfk,TRUE
FALSE,kgsp,kgsp,TRUE
FALSE,assit,assisi,FALSE
FALSE,poc,poc,TRUE
FALSE,lwoi,lwoi,TRUE
FALSE,kecg,kecg,TRUE
FALSE,smallm,small,FALSE
FALSE,cid,CID,TRUE
FALSE,produc,produce,FALSE
FALSE,btv,btv,TRUE
TRUE,foreign,foreign,TRUE
FALSE,eug,eug,TRUE
TRUE,junction,junction,TRUE
FALSE,brid,brid,TRUE
TRUE,fit,fit,TRUE
TRUE,sharp,sharp,TRUE
FALSE,bombardi,bombardi,TRUE
FALSE,attent,attest,FALSE
FALSE,thoma,thoma,TRUE
FALSE,insur,insure,FALSE
FALSE,teterboro,terror,FALSE
FALSE,francisco,Francisco,TRUE
FALSE,juv,jun,FALSE
FALSE,dissip,dis sip,FALSE
TRUE,phi,phi,TRUE
TRUE,wear,wear,TRUE
FALSE,srike,strike,FALSE
FALSE,klex,klex,TRUE
FALSE,cockit,cockpit,FALSE
TRUE,drove,drove,TRUE
FALSE,spp,app,FALSE
TRUE,swing,swing,TRUE
FALSE,sgf,sgf,TRUE
FALSE,util,util,TRUE
FALSE,rtb,rtb,TRUE
FALSE,blastpad,blast pad,FALSE
FALSE,kboi,kboi,TRUE
FALSE,kiwa,kiwa,TRUE
FALSE,rodriguez,Rodriguez,TRUE
FALSE,inbnd,inbound,FALSE
FALSE,inspec,inspect,FALSE
FALSE,superfici,superficial,FALSE
TRUE,cal,cal,TRUE
TRUE,rate,rate,TRUE
TRUE,perm,perm,TRUE
TRUE,meant,meant,TRUE
TRUE,scoop,scoop,TRUE
TRUE,chop,chop,TRUE
TRUE,shell,shell,TRUE
TRUE,fuse,fuse,TRUE
TRUE,iii,iii,TRUE
FALSE,goug,gouge,FALSE
FALSE,wrinkl,wrinkle,FALSE
FALSE,lih,lih,TRUE
FALSE,windi,wind,FALSE
FALSE,impal,impale,FALSE
FALSE,cautionari,cautionary,FALSE
FALSE,grea,great,FALSE
TRUE,shudder,shudder,TRUE
TRUE,woodchuck,woodchuck,TRUE
FALSE,ovc,ovc,TRUE
TRUE,visit,visit,TRUE
TRUE,discern,discern,TRUE
FALSE,jame,Jame,TRUE
FALSE,brant,Brant,TRUE
FALSE,preliminari,preliminary,FALSE
TRUE,hawker,hawker,TRUE
TRUE,cell,cell,TRUE
TRUE,bear,bear,TRUE
FALSE,utah,Utah,TRUE
FALSE,hte,the,FALSE
TRUE,step,step,TRUE
TRUE,exceed,exceed,TRUE
FALSE,escap,escape,FALSE
TRUE,basket,basket,TRUE
TRUE,chevron,chevron,TRUE
TRUE,eastbound,eastbound,TRUE
FALSE,dup,dup,TRUE
FALSE,moc,com,FALSE
FALSE,flightawarecom,flightawarecom,TRUE
FALSE,temperatur,temperature,FALSE
FALSE,whitecrown,white crown,FALSE
FALSE,kcrp,kcrp,TRUE
FALSE,glf,glf,TRUE
FALSE,taa,taa,TRUE
FALSE,nan,Nan,TRUE
FALSE,lcw,lcw,TRUE
FALSE,reportedfound,reported,FALSE
FALSE,leapa,leapa,TRUE
TRUE,whiskey,whiskey,TRUE
FALSE,blk,blk,TRUE
TRUE,crest,crest,TRUE
TRUE,rpm,rpm,TRUE
FALSE,conver,conver,TRUE
FALSE,coord,coord,TRUE
FALSE,heavili,heavily,FALSE
TRUE,bowl,bowl,TRUE
TRUE,jolt,jolt,TRUE
FALSE,crea,crea,TRUE
FALSE,kreuger,kreuger,TRUE
FALSE,exchang,exchange,FALSE
FALSE,pob,pob,TRUE
FALSE,baltimor,baltimor,TRUE
FALSE,ksav,ksav,TRUE
FALSE,squar,squar,TRUE
FALSE,contamin,contain,FALSE
FALSE,chanc,chance,FALSE
FALSE,incomplet,incomplete,FALSE
FALSE,panc,panc,TRUE
TRUE,sup,sup,TRUE
TRUE,dart,dart,TRUE
TRUE,asst,asst,TRUE
FALSE,ird,ird,TRUE
FALSE,airstream,airstream,TRUE
FALSE,grr,grr,TRUE
TRUE,victim,victim,TRUE
FALSE,dmgs,damaged,FALSE
TRUE,real,real,TRUE
FALSE,dunlin,dunlin,TRUE
FALSE,nvg,nvg,TRUE
FALSE,amd,amd,TRUE
FALSE,scienc,science,FALSE
FALSE,airpt,airport,FALSE
TRUE,gopher,gopher,TRUE
FALSE,postland,postland,TRUE
FALSE,smithsonianfaa,smithsonian,FALSE
TRUE,random,random,TRUE
FALSE,chq,chq,TRUE
FALSE,onsit,onsite,FALSE
FALSE,wja,wja,TRUE
FALSE,poststrik,poststrik,TRUE
TRUE,southbound,southbound,TRUE
FALSE,carcus,carcass,FALSE
FALSE,nqs,nqs,TRUE
FALSE,jesus,Jesus,TRUE
FALSE,veoci,velocity,FALSE
TRUE,effort,effort,TRUE
FALSE,approv,approve,FALSE
TRUE,roost,roost,TRUE
FALSE,inspctn,inspect,FALSE
TRUE,flicker,flicker,TRUE
FALSE,anticip,anticipate,FALSE
FALSE,decel,decelaration,FALSE
FALSE,ohar,ohar,TRUE
TRUE,pillar,pillar,TRUE
TRUE,shallow,shallow,TRUE
FALSE,evad,evade,FALSE
TRUE,jam,jam,TRUE
FALSE,errat,errat,TRUE
TRUE,address,address,TRUE
TRUE,chicken,chicken,TRUE
FALSE,rpt,rpt,TRUE
FALSE,despit,despit,TRUE
FALSE,rememb,remember,FALSE
FALSE,accompani,accompany,FALSE
TRUE,trap,trap,TRUE
FALSE,twd,twd,TRUE
TRUE,ding,ding,TRUE
TRUE,drag,drag,TRUE
TRUE,fur,fur,TRUE
TRUE,photograph,photograph,TRUE
TRUE,rare,rare,TRUE
FALSE,chris,chris,TRUE
TRUE,mph,mph,TRUE
FALSE,suppli,supply,FALSE
FALSE,massiv,massive,FALSE
TRUE,northbound,northbound,TRUE
FALSE,mandatori,mandatory,FALSE
FALSE,surpri,surpri,TRUE
FALSE,innard,innard,TRUE
TRUE,feeder,feeder,TRUE
FALSE,nde,nde,TRUE
TRUE,lone,lone,TRUE
FALSE,nonemerg,nonemerg,TRUE
FALSE,inxtn,inxtn,TRUE
TRUE,towel,towel,TRUE
FALSE,nev,nev,TRUE
TRUE,victor,victor,TRUE
FALSE,remian,remain,FALSE
TRUE,correspond,correspond,TRUE
FALSE,waypoint,way point,FALSE
FALSE,technic,technical,FALSE
FALSE,skv,skv,TRUE
FALSE,jettpro,jetport,FALSE
FALSE,npq,npq,TRUE
TRUE,belong,belong,TRUE
FALSE,winshield,windshield,FALSE
TRUE,std,std,TRUE
FALSE,pae,pae,TRUE
TRUE,better,better,TRUE
FALSE,boundari,boundari,TRUE
TRUE,bolt,bolt,TRUE
FALSE,lgd,lgd,TRUE
TRUE,ascertain,ascertain,TRUE
FALSE,uncontain,uncontain,TRUE
TRUE,tie,tie,TRUE
FALSE,expir,expire,FALSE
FALSE,distribut,distribute,FALSE
FALSE,chickad,chickad,TRUE
TRUE,soul,soul,TRUE
TRUE,treatment,treatment,TRUE
FALSE,striek,strike,FALSE
TRUE,pave,pave,TRUE
FALSE,challeng,challenge,FALSE
TRUE,bbl,bbl,TRUE
FALSE,aircraftunit,aircraft unit,FALSE
FALSE,nyx,nyx,TRUE
TRUE,glare,glare,TRUE
FALSE,damga,damaged,FALSE
FALSE,dir,dir,TRUE
FALSE,cloudi,cloud,FALSE
TRUE,program,program,TRUE
FALSE,sunni,sunni,TRUE
FALSE,nosefuselag,fuselage,FALSE
FALSE,sse,sse,TRUE
TRUE,wrap,wrap,TRUE
FALSE,sunri,sunri,TRUE
FALSE,dabbl,dabbl,TRUE
FALSE,asssum,assume,FALSE
FALSE,ktus,ktus,TRUE
FALSE,explod,explode,FALSE
TRUE,dot,dot,TRUE
TRUE,throat,throat,TRUE
TRUE,interim,interim,TRUE
TRUE,exist,exist,TRUE
TRUE,mag,mag,TRUE
FALSE,centelrin,centelrin,TRUE
FALSE,approc,approach,FALSE
FALSE,ffb,ffb,TRUE
TRUE,uniform,uniform,TRUE
FALSE,btwen,between,FALSE
FALSE,foundon,found on,FALSE
TRUE,stun,stun,TRUE
FALSE,nsi,nsi,TRUE
FALSE,repot,report,FALSE
FALSE,dur,dur,TRUE
FALSE,queri,queri,TRUE
FALSE,smithsonan,smithsonian,FALSE
FALSE,officer’,officer,FALSE
FALSE,aalb,aalb,TRUE
